pair_key,Drug_ID,Drug_Name,Food_Herb_ID,Food_Herb_Name,Type,paper_label,drug_item_text,prediction,Effect,effect_clean,ddid_effects_all,Result,Conclusion,PMID,Reference,DOI,Relationship_classification,relationship_sources,evidence_row_count,n_effects,has_effect_conflict,has_label_conflict,model_name,prob_avoid,prob_no_known_interaction_in_selected_source,prob_use_caution
D00785__F00105,D00785,Pretomanid,F00105,High-Fat Meal,Food,Use caution,pretomanid [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"Fed/fasting comparison : AUC0‐t(90%CI) = 374.26 (337.40–415.12),Cmax(90%CI) = 449.93 (401.20–504.62),AUC0‐inf(90%CI) = 372.76 (336.20–413.29)","PA-824 was moderately rapidly absorbed in both fed and fasted states. These data suggest that the less-than-dose-proportional increase in PA-824 exposure with increasing dose in the fasted state is due to decreased oral bioavailability at higher doses. The presence of food appears to increase the overall solubility of PA-824, and/or dissolution of PA-824 tablets, in the gastrointestinal tract and thereby enhances drug absorption.",23979737.0,"Effect of a high-calorie, high-fat meal on the bioavailability and pharmacokinetics of PA-824 in healthy adult subjects",10.1128/AAC.00798-13,Dietary effects,Dietary Effect-Package Insert; Dietary effects,4,1,0,0,Calibrated balanced mode,,,
D00939__F00142,D00939,Indinavir,F00142,Light Meal,Food,Use caution,indinavir [SEP] light meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"Administration of indinavir/ritonavir 800/100 mg on an empty stomach resulted in a higher indinavir Cmax [geometric mean (GM) ratio - fasting/fed and 95% confidence interval (CI): 1.28 (1.08-1.52), P=0.01] and a trend to a shorter indinavir tmax (P=0.07) compared to administration with food.","It is recommended to administer indinavir/ritonavir 800/100 mg with food, as a possible means to prevent indinavir-related nephrotoxicity in patients who start or continue with this regimen.",14518700.0,Administration of indinavir and low-dose ritonavir (800/100 mg twice daily) with food reduces nephrotoxic peak plasma levels of indinavir,,Dietary effects,Dietary effects,1,1,0,0,Calibrated balanced mode,,,
D00673__F00105,D00673,Paliperidone,F00105,High-Fat Meal,Food,Use caution,paliperidone [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"A standard high-fat/high-caloric meal gave mean Cmax and AUC values of paliperidone that were increased by 60% and 54%, respectively, compared with administration under fasting conditions.",Extended-release tablet administered in the morning with or without food.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021999s018lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Calibrated balanced mode,,,
D00322__F00104,D00322,Propantheline,F00104,Meal,Food,Use caution,propantheline [SEP] meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,Take before a meal. Propantheline bromide should be taken 15 to 30 minutes before meals.,Take before a meal.,,https://go.drugbank.com/drugs/DB00782,,Drugbank,Drugbank,1,1,0,0,Calibrated balanced mode,,,
D00681__F00105,D00681,Piperaquine,F00105,High-Fat Meal,Food,Use caution,piperaquine [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"In the fed state, the geometric mean Cmax increased by 213%, from 21.0 to 65.8 microg/liter (P<0.001). The time of Cmax was not significantly different between the fasting and fed states. The geometric mean AUC0-inf increased by 98%, from 3724 to 7362 mg.h/liter (P=0.006). The oral bioavailability of PQ relative to the fasting state was 121% greater after the high-fat meal (95% confidence interval, 26 to 216% increase; P=0.020).","The absorption of PQ is approximately doubled by coadministration with a high-fat meal. However, currently recommended doses of PQ as part of ACT are highly effective when given to fasting patients.",15917540.0,Effects of a high-fat meal on the relative oral bioavailability of piperaquine,10.1128/AAC.49.6.2407-2411.2005,Dietary effects,Dietary Effect-Package Insert; Dietary effects,3,1,0,0,Calibrated balanced mode,,,
D01391__F00105,D01391,Pibrentasvir,F00105,High-Fat Meal,Food,Use caution,pibrentasvir [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,AUCFed/AUCFasted = 1.4–1.53,Three tablets taken at the same time orally once daily (total daily dose: glecaprevir 300 mg and pibrentasvir 120 mg) with food.,,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/209394s014,215110s001lbl.pdf",,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Calibrated balanced mode,,,
D01226__F00104,D01226,Lymecycline,F00104,Meal,Food,Use caution,lymecycline [SEP] meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,Take with or without food.,Take with or without food.,,https://go.drugbank.com/drugs/DB00256,,Drugbank,Drugbank,1,1,0,0,Calibrated balanced mode,,,
D01494__F00105,D01494,Nirmatrelvir,F00105,High-Fat Meal,Food,Use caution,nirmatrelvir [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"AUCinf and Cmax for nirmatrelvir were 119.67 (108.75, 131.68) and 161.01 (139.05, 186.44), respectively.",Administer orally with or without food.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217188s000lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Calibrated balanced mode,,,
D01074__F00105,D01074,Eluxadoline,F00105,High-Fat Meal,Food,Use caution,eluxadoline [SEP] high-fat meal [SEP] food,No known interaction in selected source,Negative,Negative,Negative,Decreased the Cmax of eluxadoline by 50% and AUC by 60%,Taken twice daily with food,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/206940s007lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Calibrated balanced mode,,,
D00343__F00104,D00343,Risedronate,F00104,Meal,Food,Use caution,risedronate [SEP] meal [SEP] food,No known interaction in selected source,Negative,Negative,Negative,Reduced by 55% compared to dosing in the fasting state,At least 30 minutes before the first food or drink of the day; do not lie down for 30 minutes,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2009/020835s035lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,2,1,0,0,Calibrated balanced mode,,,
D00597__H00277,D00597,Atorvastatin,H00277,Radix seu Rhizoma rdostachyos,Herb,Use caution,atorvastatin [SEP] radix seu rhizoma rdostachyos [SEP] herb,No known interaction in selected source,Possible,Possible,Possible,"Single group study(ATV) : Cmax (ng/ml) = 54.15 ± 29.11,AUC0‐inf (ng·h/ml) = 170.38 ± 69.72,Tmax (h) = 1.15 ± 1.89,t ½ (h) = 3.02 ± 1.91; Combined group study(ATV) : Cmax (ng/ml,p < 0.05) = 388.17 ± 260.99,AUC0‐inf (ng·h/ml,p < 0.05) = 688.16 ± 433.28,Tmax (h) = 0.67 ± 0.38,t ½ (h) = 1.40 ± 0.68; Single group study(2-ATV) : Cmax (ng/ml) = 33.35 ± 16.34,AUC0‐inf (ng·h/ml) = 252.78 ± 75.01,Tmax (h) = 3.17 ± 2.04,t ½ (h) = 5.18 ± 2.83; Combined group study(2-ATV) : Cmax (ng/ml,p < 0.05) = 385.58 ± 219.10,AUC0‐inf (ng·h/ml,p < 0.05) = 1215.90 ± 571.09,Tmax (h) = 1.17 ± 0.41,t ½ (h) = 3.79 ± 3.15","The Cmax and AUC(0–48) of ATV and 2-ATV improved significantly in the combined group, which revealed that NG could increase their bioavailability in vivo, compared to that observed upon administration of ATV alone. However, ATV did not affect the pharmacokinetic parameters of NG after co-administration with ATV.",36189913.0,"Development of a UPLC-MS/MS method for the simultaneous determination of atorvastatin, 2-hydroxy atorvastatin, and naringenin in rat plasma and its application to pharmacokinetic interaction studies",10.1002/bmc.5515,HFDI,HFDI,1,1,0,0,Calibrated balanced mode,,,
D00922__F00104,D00922,Zuclopenthixol,F00104,Meal,Food,Use caution,zuclopenthixol [SEP] meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,Take with or without food.,Take with or without food.,,https://go.drugbank.com/drugs/DB01624,,Drugbank,Drugbank,1,1,0,0,Calibrated balanced mode,,,
D00291__H00877,D00291,Phenacetin,H00877,Folium Evodiae rutaecarpae,Herb,Use caution,phenacetin [SEP] folium evodiae rutaecarpae [SEP] herb,No known interaction in selected source,Possible,Possible,Possible,"After pre-treatment with evodiamine, the t 1/2 , C max and AUC (0–inf) of phenacetin in the evodiamine group were increased significantly by 81.3, 42.8 and 76.4% compared to those of the control group, while CL/F of phenacetin in the evodiamine group decreased significantly by 56.3%. These results indicated that the metabolism of evodiamine in the treatment group was evidently slowed down, and evodiamine had the potential to inhibit rat hepatic CYP1A2 activity in vivo.","In conclusion, the results indicated that evodiamine could inhibit CYP1A2, which may affect the disposition of medicines primarily dependent on these pathways.",26872133.0,Effect of Evodiamine on CYP Enzymes in Rats by a Cocktail Method,10.1159/000443178,HFDI,HFDI,1,1,0,0,Calibrated balanced mode,,,
D00844__F00105,D00844,Orlistat,F00105,High-Fat Meal,Food,Use caution,orlistat [SEP] high-fat meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,"Gastrointestinal events may increase when XENICAL is taken with a diet high in fat (>30% total daily calories from fat). The daily intake of fat should be distributed over three main meals. If XENICAL is taken with any one meal very high in fat, the possibility of gastrointestinal effects increases",One 120-mg capsule three times a day with each main meal containing fat (during or up to 1 hour after the meal).,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020766s038lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Calibrated balanced mode,,,
D00972__F00123,D00972,Everolimus,F00123,Low-Fat Meal,Food,Use caution,everolimus [SEP] low-fat meal [SEP] food,No known interaction in selected source,Negative,Negative,Negative,Reduced everolimus AUC by 30% and Cmax by 50%,Take with or without food. Take consistently with regard to food as food may reduce the AUC and Cmax of everolimus.,,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022334s044,203985s016lbl.pdf",,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Calibrated balanced mode,,,
D00745__F00105,D00745,Lenalidomide,F00105,High-Fat Meal,Food,Use caution,lenalidomide [SEP] high-fat meal [SEP] food,No known interaction in selected source,Negative,Negative,Negative; No Effect,"Co-administration with a high-fat meal reduced the area under the concentration-time curve (AUC) and C (max) by approximately 20 and 50 %, respectively, and delayed time to C (max) (t (max)) by 1.63 h. However, phase III trials were dosed without regard to food; therefore, clinical relevance of the food effect was minimal.","Although food reduced bioavailability, this was not considered clinically relevant.",22955172.0,"Single-dose pharmacokinetics of lenalidomide in healthy volunteers: dose proportionality, food effect, and racial sensitivity",10.1007/s00280-012-1966-z,Dietary effects,Dietary Effect-Package Insert; Dietary effects,3,2,1,1,Calibrated balanced mode,,,
D00516__F00104,D00516,Clemastine,F00104,Meal,Food,Use caution,clemastine [SEP] meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,Take with food.,Take with food.,,https://go.drugbank.com/drugs/DB00283,,Drugbank,Drugbank,1,1,0,0,Calibrated balanced mode,,,
D00232__F00104,D00232,Methazolamide,F00104,Meal,Food,Use caution,methazolamide [SEP] meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,Take with food.,Take with food. Drink plenty of fluids.,,https://go.drugbank.com/drugs/DB00703,,Drugbank,Drugbank,1,1,0,0,Calibrated balanced mode,,,
D00069__H00057,D00069,Caffeine,H00057,Radix Angelicae Dahuricae,Herb,Use caution,caffeine [SEP] radix angelicae dahuricae [SEP] herb,No known interaction in selected source,Negative,Negative,Negative,Metabolic activity : Geometric mean ratio (95% CI) = 0.10 (0.05–0.22),Herbal medicines containing S. radix or A. dahuricae radix are candidates for further evaluation of clinically significant CYP-mediated herb-drug interactions in human beings.,19422358.0,"Effects of Angelicae tenuissima radix, Angelicae dahuricae radix and Scutellariae radix extracts on cytochrome P450 activities in healthy volunteers",10.1111/j.1742-7843.2009.00423.x,HFDI,HFDI,1,1,0,0,Calibrated balanced mode,,,
D00711__F00104,D00711,Hyoscyamine,F00104,Meal,Food,Use caution,hyoscyamine [SEP] meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,Take before a meal. Take 30-60 minutes before a meal.,Take before a meal.,,https://go.drugbank.com/drugs/DB00424,,Drugbank,Drugbank,1,1,0,0,Calibrated balanced mode,,,
D00309__F00104,D00309,Prilocaine,F00104,Meal,Food,Use caution,prilocaine [SEP] meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,"This is only required when prilocaine is used in the mouth, as it may cause numbness, which can cause bite injury when eating.",Take separate from meals.,,https://go.drugbank.com/drugs/DB00750,,Drugbank,Drugbank,1,1,0,0,Calibrated balanced mode,,,
D00435__F00104,D00435,Quinethazone,F00104,Meal,Food,Use caution,quinethazone [SEP] meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,Food increases bioavailability.,Take with food.,,https://go.drugbank.com/drugs/DB01325,,Drugbank,Drugbank,1,1,0,0,Calibrated balanced mode,,,
D00959__F00104,D00959,Gadobutrol,F00104,Meal,Food,Use caution,gadobutrol [SEP] meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,Take with or without food.,Take with or without food.,,https://go.drugbank.com/drugs/DB06703,,Drugbank,Drugbank,1,1,0,0,Calibrated balanced mode,,,
D00271__F00162,D00271,Omeprazole,F00162,Grapefruit,Food,Use caution,omeprazole [SEP] grapefruit [SEP] food,No known interaction in selected source,Possible,Possible,Possible,"Grapefruit juice group (Omeprazole):Cmax (nmol/ml) = 1608±937,tmax(h) = 3.0 (2.0–4.0),t1/2(h) = 1.2±0.54,AUC0-t (nmol/mL . h) = 5117±4119; Water group(Omeprazole) : Cmax (nmol/ml) = 1612±1017,tmax(h) = 2.0 (1.0–4.0),t1/2(h) = 1.2±0.7,AUC0-t (nmol/mL . h) = 4610±4583; Grapefruit juice group (5-hydroxylansoprazole): Cmax (nmol/ml) = 393±196,tmax(h) = 3.0 (2.0–4.0) ,t1/2(h) = 1.5±0.8,AUC0-t (nmol/mL . h) = 1138±361; Water group(5-hydroxylansoprazole) : Cmax (nmol/ml) = 402±210,tmax(h) = 3.0 (2.0–4.0),t1/2(h) = 1.1±0.4,AUC0-t (nmol/mL . h) = 1107±371; Grapefruit juice group (Omeprazole sulphone): Cmax (nmol/ml) = 538±203,tmax(h) = 3.0 (2.0–8.0),t1/2(h) = 4.7±4.5,AUC0-t (nmol/mL . h) = 3438±2362; Water group(Omeprazole sulphone) : Cmax (nmol/ml) = 437±23,tmax(h) = 4.0 (3.0–10.0) ,t1/2(h) = 4.7±4.6,AUC0-t (nmol/mL . h) = 2765±1940","Grapefruit juice had minimal effect on omeprazole.Administration of grapefruit juice decreased the formation of omeprazole sulphone but not 5-hydroxyomeprazole. These results indicate that activities of CYP3A4, but not of CYP2C19, are inhibited by the simultaneous administration of grapefruit juice.",10671908.0,Formation of omeprazole sulphone but not 5-hydroxyomeprazole is inhibited by grapefruit juice,10.1046/j.1365-2125.2000.00122.x,HFDI,HFDI,2,1,0,0,Calibrated balanced mode,,,
D00664__F00105,D00664,Droxidopa,F00105,High-Fat Meal,Food,Use caution,droxidopa [SEP] high-fat meal [SEP] food,No known interaction in selected source,Negative,Negative,Negative,"Cmax decreased by 35%,AUC decreased by 20%. The Cmax was delayed by approximately 2 hours with a high-fat meal.",Take consistently with or without food,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/203202s007lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Calibrated balanced mode,,,
D01100__F00105,D01100,Belumosudil,F00105,High-fat meal,Food,Use caution,belumosudil [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"Belumosudil Cmax and AUC increased 2.2 times and 2 times, respectively, following administration of a single belumosudil dose with a high-fat and high-calorie meal compared to the fasted state in healthy subjects. Median Tmax was delayed 0.5 hours.",Take REZUROCK with a meal at approximately the same time each day.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214783s000lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,MedSafe-GATE v1 balanced-safety threshold 0.6,2.052979457420944e-05,0.6870392687289563,0.3129402014764697
